RedFighter,BlueFighter,Winner
Gian Villante,Michal Oleksiejczuk,Blue
Liz Carmouche,Lucie Pudilova,Red
John Dodson,Petr Yan,Blue
Magomed Ankalaev,Klidson Abreu,Red
Dwight Grant,Carlo Pedersoli,Red
Daniel Teymur,Chris Fishgold,Blue
Veronica Macedo,Gillian Robertson,Blue
Damir Hadzovic,Polo Reyes,Red
Michel Prazeres,Ismail Naurdiev,Blue
Rustam Khabilov,Diego Ferreira,Blue
Damir Ismagulov,Joel Alvarez,Red
Francis Ngannou,Cain Velasquez,Red
James Vick,Paul Felder,Blue
Cortney Casey,Cynthia Calvillo,Blue
Alex Caceres,Kron Gracie,Blue
Vicente Luque,Bryan Barberena,Red
Andre Fili,Myles Jury,Red
Jimmie Rivera,Aljamain Sterling,Blue
Benito Lopez,Manny Bermudez,Blue
Ashlee Evans-Smith,Andrea Lee,Blue
Scott Holtzman,Nik Lentz,Blue
Renan Barao,Luke Sanders,Blue
Alexandra Albu,Emily Whitmire,Blue
Israel Adesanya,Anderson Silva,Red
Lando Vannata,Marcos Mariano,Red
Rani Yahya,Ricky Simon,Blue
Montana De La Rosa,Nadia Kassem,Red
Jimmy Crute,Sam Alvey,Red
Devonte Smith,Dong Hyun Ma,Red
Shane Young,Austin Arnett,Red
Kai Kara-France,Raulian Paiva,Red
Teruto Ishihara,Kyung Ho Kang,Blue
Callan Potter,Jalin Turner,Blue
Wuliji Buren,Jonathan Martinez,Blue
Raphael Assuncao,Marlon Moraes,Blue
Jose Aldo,Renato Moicano,Red
Demian Maia,Lyman Good,Red
Charles Oliveira,David Teymur,Red
Johnny Walker,Justin Ledet,Red
Livinha Souza,Sarah Frota,Red
Markus Perez,Anthony Hernandez,Red
Mara Romero Borella,Taila Santos,Red
Thiago Alves,Max Griffin,Red
Junior Albini,Jairzinho Rozenstruik,Blue
Geraldo de Freitas,Felipe Colares,Red
Ricardo Ramos,Said Nurmagomedov,Blue
Magomed Bibulatov,Rogerio Bontorin,Blue
Henry Cejudo,TJ Dillashaw,Red
Greg Hardy,Allen Crowder,Blue
Gregor Gillespie,Yancy Medeiros,Red
Joseph Benavidez,Dustin Ortiz,Red
Paige VanZant,Rachael Ostovich,Red
Glover Teixeira,Karl Roberson,Red
Alexander Hernandez,Donald Cerrone,Blue
Joanne Calderwood,Ariane Lipski,Red
Alonzo Menifield,Vinicius Moreira,Red
Cory Sandhagen,Mario Bautista,Red
Dennis Bermudez,Te Edwards,Red
Belal Muhammad,Geoff Neal,Blue
Kyle Stewart,Chance Rencountre,Blue
Jon Jones,Alexander Gustafsson,Red
Cris Cyborg,Amanda Nunes,Blue
Carlos Condit,Michael Chiesa,Blue
Ilir Latifi,Corey Anderson,Blue
Chad Mendes,Alexander Volkanovski,Blue
Cat Zingano,Megan Anderson,Blue
Douglas Silva de Andrade,Petr Yan,Blue
BJ Penn,Ryan Hall,Blue
Nathaniel Wood,Andre Ewell,Red
Uriah Hall,Bevon Lewis,Red
Curtis Millender,Siyar Bahadurzada,Red
Brian Kelleher,Montel Jackson,Blue
Kevin Lee,Al Iaquinta,Blue
Edson Barboza,Dan Hooker,Red
Rob Font,Sergio Pettis,Red
Jim Miller,Charles Oliveira,Blue
Zak Ottow,Dwight Grant,Red
Bobby Green,Drakkar Klose,Blue
Jared Gordon,Joaquim Silva,Blue
Gerald Meerschaert,Jack Hermansson,Blue
Trevor Smith,Zak Cummings,Blue
Dan Ige,Jordan Griffin,Red
Adam Milstead,Mike Rodriguez,Blue
Chris de la Rocha,Juan Adams,Blue
Max Holloway,Brian Ortega,Red
Valentina Shevchenko,Joanna Jedrzejczyk,Red
Alex Oliveira,Gunnar Nelson,Blue
Hakeem Dawodu,Kyle Bochniak,Red
Jimi Manuwa,Thiago Santos,Blue
Claudia Gadelha,Nina Ansaroff,Blue
Olivier Aubin-Mercier,Gilbert Burns,Blue
Katlyn Chookagian,Jessica Eye,Blue
Elias Theodorou,Eryk Anders,Red
Brad Katona,Matthew Lopez,Red
Chad Laprise,Dhiego Lima,Blue
Diego Ferreira,Kyle Nelson,Red
Devin Clark,Aleksandar Rakic,Blue
Junior Dos Santos,Tai Tuivasa,Red
Mauricio Rua,Tyson Pedro,Red
Mark Hunt,Justin Willis,Blue
Jake Matthews,Anthony Rocco Martin,Blue
Suman Mokhtarian,Sodiq Yusuff,Blue
Jimmy Crute,Paul Craig,Red
Yushin Okami,Aleksei Kunchenko,Blue
Wilson Reis,Ben Nguyen,Red
Keita Nakamura,Salim Touahri,Red
Elias Garcia,Kai Kara-France,Blue
Mizuto Hirota,Christos Giagos,Blue
Alex Gorgees,Damir Ismagulov,Blue
Rafael Dos Anjos,Kamaru Usman,Blue
Juan Espino,Justin Frazier,Red
Pannie Kianzad,Macy Chiasson,Blue
Pedro Munhoz,Bryan Caraway,Red
Darren Stewart,Edmen Shahbazyan,Blue
Ji Yeon Kim,Antonina Shevchenko,Blue
Rick Glenn,Kevin Aguilar,Blue
Joseph Benavidez,Alex Perez,Red
Maurice Greene,Michel Batista,Red
Julija Stoliarenko,Leah Letson,Blue
Roosevelt Roberts,Darrell Horcher,Red
Tim Means,Ricky Rainey,Red
Raoni Barcelos,Chris Gutierrez,Red
Curtis Blaydes,Francis Ngannou,Blue
Alistair Overeem,Sergei Pavlovich,Red
Song Yadong,Vince Morales,Red
Li Jingliang,David Zawada,Red
Song Kenan,Alex Morono,Blue
Wu Yanan,Lauren Mueller,Red
Hu Yaozong,Rashad Coulter,Blue
Weili Zhang,Jessica Aguilar,Red
Liu Pingyuan,Martin Day,Red
Yan Xiaonan,Syuri Kondo,Red
Kevin Holland,John Phillips,Red
Su Mudaerji,Louis Smolka,Blue
Neil Magny,Santiago Ponzinibbio,Blue
Ricardo Lamas,Darren Elkins,Red
Khalil Rountree Jr.,Johnny Walker,Blue
Cezar Ferreira,Ian Heinisch,Blue
Guido Cannetti,Marlon Vera,Blue
Cynthia Calvillo,Poliana Botelho,Red
Michel Prazeres,Bartosz Fabinski,Red
Alexandre Pantoja,Ulka Sasaki,Red
Humberto Bandenay,Austin Arnett,Blue
Laureano Staropoli,Hector Aldana,Red
Devin Powell,Jesus Pinedo,Blue
Nad Narimani,Anderson Dos Santos,Red
Chan Sung Jung,Yair Rodriguez,Blue
Donald Cerrone,Mike Perry,Red
Raquel Pennington,Germaine de Randamie,Blue
Beneil Dariush,Thiago Moises,Red
Maycee Barber,Hannah Cifers,Red
Michael Trizano,Luis Pena,Red
Ashley Yoder,Amanda Cooper,Red
Chas Skelly,Bobby Moffett,Blue
Davi Ramos,John Gunther,Red
Devonte Smith,Julian Erosa,Red
Joseph Morales,Eric Shelton,Blue
Mark De La Rosa,Joby Sanchez,Red
Daniel Cormier,Derrick Lewis,Red
Chris Weidman,Jacare Souza,Blue
David Branch,Jared Cannonier,Blue
Karl Roberson,Jack Marshman,Red
Derek Brunson,Israel Adesanya,Blue
Jason Knight,Jordan Rinaldi,Blue
Sijara Eubanks,Roxanne Modafferi,Red
Julio Arce,Sheymon Moraes,Blue
Lyman Good,Ben Saunders,Red
Shane Burgos,Kurt Holobaugh,Red
Adam Wieczorek,Marcos Rogerio de Lima,Blue
Volkan Oezdemir,Anthony Smith,Blue
Michael Johnson,Artem Lobov,Red
Misha Cirkunov,Patrick Cummins,Red
Andre Soukhamthath,Jonathan Martinez,Red
Gian Villante,Ed Herman,Red
Alex Garcia,Court McGee,Blue
Nordine Taleb,Sean Strickland,Blue
Thibault Gouti,Nasrat Haqparast,Blue
Calvin Kattar,Chris Fishgold,Red
Sarah Moras,Talita Bernardo,Blue
Te Edwards,Don Madge,Blue
Arjan Bhullar,Marcelo Golm,Red
Stevie Ray,Jessin Ayari,Red
Khabib Nurmagomedov,Conor McGregor,Red
Tony Ferguson,Anthony Pettis,Red
Ovince Saint Preux,Dominick Reyes,Blue
Derrick Lewis,Alexander Volkov,Red
Michelle Waterson,Felice Herrig,Red
Sergio Pettis,Jussier Formiga,Blue
Vicente Luque,Jalin Turner,Red
Aspen Ladd,Tonya Evinger,Red
Scott Holtzman,Alan Patrick,Red
Lina Lansberg,Yana Kunitskaya,Blue
Gray Maynard,Nik Lentz,Blue
Ryan LaFlare,Anthony Rocco Martin,Blue
Thiago Santos,Eryk Anders,Red
Alex Oliveira,Carlo Pedersoli,Red
Sam Alvey,Rogerio Nogueira,Blue
Renan Barao,Andre Ewell,Blue
Charles Oliveira,Christos Giagos,Red
Francisco Trinaldo,Evan Dunham,Red
Luis Henrique,Ryan Spann,Blue
Augusto Sakai,Chase Sherman,Red
Sergio Moraes,Ben Saunders,Red
Mayra Bueno Silva,Gillian Robertson,Red
Thales Leites,Hector Lombard,Red
Elizeu Zaleski dos Santos,Luigi Vendramini,Red
Livinha Souza,Alex Chambers,Red
Mark Hunt,Aleksei Oleinik,Blue
Jan Blachowicz,Nikita Krylov,Red
Andrei Arlovski,Shamil Abdurakhimov,Blue
Aleksei Kunchenko,Thiago Alves,Red
Khalid Murtazaliev,CB Dollaway,Red
Petr Yan,Jin Soo Son,Red
Rustam Khabilov,Kajan Johnson,Red
Mairbek Taisumov,Desmond Green,Red
Magomed Ankalaev,Marcin Prachnio,Red
Adam Yandiev,Jordan Johnson,Blue
Ramazan Emeev,Stefan Sekulic,Red
Merab Dvalishvili,Terrion Ware,Red
Tyron Woodley,Darren Till,Red
Jessica Andrade,Karolina Kowalkiewicz,Red
Zabit Magomedsharipov,Brandon Davis,Red
Jimmie Rivera,John Dodson,Red
Abdul Razak Alhassan,Niko Price,Red
Carla Esparza,Tatiana Suarez,Blue
Aljamain Sterling,Cody Stamann,Red
Geoff Neal,Frank Camacho,Red
Charles Byrd,Darren Stewart,Blue
Diego Sanchez,Craig White,Red
Jim Miller,Alex White,Red
Irene Aldana,Lucie Pudilova,Red
Roberto Sanchez,Jarred Brooks,Blue
Justin Gaethje,James Vick,Red
Michael Johnson,Andre Fili,Red
Cortney Casey,Angela Hill,Red
Jake Ellenberger,Bryan Barberena,Blue
John Moraga,Deiveson Figueiredo,Blue
Eryk Anders,Tim Williams,Red
James Krause,Warlley Alves,Red
Cory Sandhagen,Iuri Alcantara,Red
Andrew Sanchez,Markus Perez,Red
Mickey Gall,George Sullivan,Red
Joanne Calderwood,Kalindra Faria,Red
Drew Dober,Jon Tuck,Red
Rani Yahya,Luke Sanders,Red
TJ Dillashaw,Cody Garbrandt,Red
Demetrious Johnson,Henry Cejudo,Blue
Cub Swanson,Renato Moicano,Blue
Polyana Viana,JJ Aldrich,Blue
Thiago Santos,Kevin Holland,Red
Pedro Munhoz,Brett Johns,Red
Ricky Simon,Montel Jackson,Red
Ricardo Ramos,Kyung Ho Kang,Red
Matt Sayles,Sheymon Moraes,Blue
Alex Perez,Jose Torres,Red
Danielle Taylor,Weili Zhang,Blue
Marlon Vera,Wuliji Buren,Red
Eddie Alvarez,Dustin Poirier,Blue
Jose Aldo,Jeremy Stephens,Red
Joanna Jedrzejczyk,Tecia Torres,Red
Alexander Hernandez,Olivier Aubin-Mercier,Red
Jordan Mein,Alex Morono,Red
Hakeem Dawodu,Austin Arnett,Red
Kajan Johnson,Islam Makhachev,Blue
Gadzhimurad Antigulov,Ion Cutelaba,Blue
John Makdessi,Ross Pearson,Red
Alexis Davis,Katlyn Chookagian,Blue
Dustin Ortiz,Matheus Nicolau,Red
Randa Markos,Nina Ansaroff,Blue
Devin Powell,Alvaro Herrera,Red
Mauricio Rua,Anthony Smith,Blue
Glover Teixeira,Corey Anderson,Blue
Vitor Miranda,Abu Azaitar,Blue
Marcin Tybura,Stefan Struve,Red
Danny Roberts,David Zawada,Red
Nasrat Haqparast,Marc Diakiese,Red
Nick Hein,Damir Hadzovic,Blue
Emil Meek,Bartosz Fabinski,Blue
Khalid Taha,Nad Narimani,Blue
Justin Ledet,Aleksandar Rakic,Blue
Davey Grant,Manny Bermudez,Blue
Jeremy Kimball,Darko Stosic,Blue
Damian Stasiak,Liu Pingyuan,Blue
Junior Dos Santos,Blagoy Ivanov,Red
Sage Northcutt,Zak Ottow,Red
Dennis Bermudez,Rick Glenn,Blue
Randy Brown,Niko Price,Blue
Myles Jury,Chad Mendes,Blue
Cat Zingano,Marion Reneau,Red
Eddie Wineland,Alejandro Perez,Blue
Darren Elkins,Alexander Volkanovski,Blue
Justin Scoggins,Said Nurmagomedov,Blue
Kurt Holobaugh,Raoni Barcelos,Blue
Liz Carmouche,Jennifer Maia,Red
Mark De La Rosa,Elias Garcia,Red
Jessica Aguilar,Jodie Esquibel,Red
Stipe Miocic,Daniel Cormier,Blue
Francis Ngannou,Derrick Lewis,Blue
Paul Felder,Mike Perry,Blue
Michael Chiesa,Anthony Pettis,Blue
Gokhan Saki,Khalil Rountree Jr.,Blue
Uriah Hall,Paulo Costa,Blue
Raphael Assuncao,Rob Font,Red
Lando Vannata,Drakkar Klose,Blue
Curtis Millender,Max Griffin,Red
Dan Hooker,Gilbert Burns,Red
Jamie Moyle,Emily Whitmire,Blue
Brad Tavares,Israel Adesanya,Blue
Michael Trizano,Joe Giannetti,Red
Jay Cucciniello,Brad Katona,Blue
Alex Caceres,Martin Bravo,Red
Roxanne Modafferi,Barb Honchak,Red
Alessio Di Chirico,Julian Marquez,Red
Montana De La Rosa,Rachael Ostovich,Red
Luis Pena,Richie Smullen,Red
John Gunther,Allan Zuniga,Red
Tyler Diamond,Bryce Mitchell,Blue
Matt Bessette,Steven Peterson,Blue
Gerald Meerschaert,Oskar Piechota,Red
Donald Cerrone,Leon Edwards,Blue
Ovince Saint Preux,Tyson Pedro,Red
Jessica-Rose Clark,Jessica Eye,Blue
Li Jingliang,Daichi Abe,Red
Teruto Ishihara,Petr Yan,Blue
Felipe Arantes,Song Yadong,Blue
Rolando Dy,Shane Young,Blue
Song Kenan,Hector Aldana,Red
Shinsho Anzai,Jake Matthews,Blue
Viviane Pereira,Yan Xiaonan,Blue
Matt Schnell,Naoki Inoue,Red
Jenel Lausa,Ulka Sasaki,Blue
Ji Yeon Kim,Melinda Fabian,Red
Robert Whittaker,Yoel Romero,Red
Rafael Dos Anjos,Colby Covington,Blue
Holly Holm,Megan Anderson,Red
Andrei Arlovski,Tai Tuivasa,Blue
CM Punk,Mike Jackson,Blue
Alistair Overeem,Curtis Blaydes,Blue
Claudia Gadelha,Carla Esparza,Red
Ricardo Lamas,Mirsad Bektic,Blue
Rashad Coulter,Chris de la Rocha,Blue
Rashad Evans,Anthony Smith,Blue
Joseph Benavidez,Sergio Pettis,Blue
Clay Guida,Charles Oliveira,Blue
Mike Santiago,Dan Ige,Blue
Jimmie Rivera,Marlon Moraes,Blue
Gregor Gillespie,Vinc Pichel,Red
Walt Harris,Daniel Spitz,Red
Jake Ellenberger,Ben Saunders,Blue
Julio Arce,Daniel Teymur,Red
Gian Villante,Sam Alvey,Blue
Sijara Eubanks,Lauren Murphy,Red
Nik Lentz,David Teymur,Blue
Belal Muhammad,Chance Rencountre,Red
Desmond Green,Gleison Tibau,Red
Johnny Eduardo,Nathaniel Wood,Blue
Jarred Brooks,Jose Torres,Blue
Stephen Thompson,Darren Till,Blue
Neil Magny,Craig White,Red
Arnold Allen,Mads Burnell,Red
Jason Knight,Makwan Amirkhani,Blue
Claudio Silva,Nordine Taleb,Red
Eric Spicely,Darren Stewart,Blue
Daniel Kelly,Tom Breese,Blue
Lina Lansberg,Gina Mazany,Red
Bradley Scott,Carlo Pedersoli,Blue
Gillian Robertson,Molly McCann,Red
Elias Theodorou,Trevor Smith,Red
Demian Maia,Kamaru Usman,Blue
Alexa Grasso,Tatiana Suarez,Blue
Jared Cannonier,Dominick Reyes,Blue
Diego Rivas,Guido Cannetti,Blue
Veronica Macedo,Andrea Lee,Blue
Vicente Luque,Chad Laprise,Red
Zak Cummings,Michel Prazeres,Blue
Brandon Moreno,Alexandre Pantoja,Blue
Poliana Botelho,Syuri Kondo,Red
Gabriel Benitez,Humberto Bandenay,Red
Enrique Barzola,Brandon Davis,Red
Henry Briones,Frankie Saenz,Blue
Claudio Puelles,Felipe Silva,Red
Amanda Nunes,Raquel Pennington,Red
Jacare Souza,Kelvin Gastelum,Blue
Mackenzie Dern,Amanda Cooper,Red
John Lineker,Brian Kelleher,Red
Vitor Belfort,Lyoto Machida,Blue
Cezar Ferreira,Karl Roberson,Red
Aleksei Oleinik,Junior Albini,Red
Davi Ramos,Nick Hein,Red
Elizeu Zaleski dos Santos,Sean Strickland,Red
Warlley Alves,Sultan Aliev,Red
Thales Leites,Jack Hermansson,Blue
Alberto Mina,Ramazan Emeev,Blue
Markus Perez,James Bochnovic,Red
Edson Barboza,Kevin Lee,Blue
Frankie Edgar,Cub Swanson,Red
Justin Willis,Chase Sherman,Red
David Branch,Thiago Santos,Red
Aljamain Sterling,Brett Johns,Red
Jim Miller,Dan Hooker,Blue
Ryan LaFlare,Alex Garcia,Red
Merab Dvalishvili,Ricky Simon,Blue
Siyar Bahadurzada,Luan Chagas,Red
Corey Anderson,Patrick Cummins,Red
Anthony Rocco Martin,Keita Nakamura,Red
Dustin Poirier,Justin Gaethje,Red
Carlos Condit,Alex Oliveira,Blue
Israel Adesanya,Marvin Vettori,Red
Michelle Waterson,Cortney Casey,Red
Tim Boetsch,Antonio Carlos Junior,Blue
Muslim Salikhov,Ricky Rainey,Red
Wilson Reis,John Moraga,Blue
Krzysztof Jotko,Brad Tavares,Blue
Gilbert Burns,Dan Moret,Red
Shana Dobson,Lauren Mueller,Blue
Dhiego Lima,Yushin Okami,Blue
Arjan Bhullar,Adam Wieczorek,Blue
Matthew Lopez,Alejandro Perez,Blue
Luke Sanders,Patrick Williams,Red
Khabib Nurmagomedov,Al Iaquinta,Red
Rose Namajunas,Joanna Jedrzejczyk,Red
Renato Moicano,Calvin Kattar,Red
Zabit Magomedsharipov,Kyle Bochniak,Red
Joe Lauzon,Chris Gruetzemacher,Blue
Karolina Kowalkiewicz,Felice Herrig,Red
Evan Dunham,Olivier Aubin-Mercier,Blue
Bec Rawlings,Ashlee Evans-Smith,Blue
Devin Clark,Mike Rodriguez,Red
Fabricio Werdum,Alexander Volkov,Blue
Jimi Manuwa,Jan Blachowicz,Blue
Tom Duquesnoy,Terrion Ware,Red
Leon Edwards,Peter Sobotta,Red
John Phillips,Charles Byrd,Blue
Danny Roberts,Oliver Enkamp,Red
Danny Henry,Hakeem Dawodu,Red
Paul Craig,Magomed Ankalaev,Red
Stevie Ray,Kajan Johnson,Blue
Mark Godbeer,Dmitry Sosnovskiy,Blue
Cris Cyborg,Yana Kunitskaya,Red
Frankie Edgar,Brian Ortega,Blue
Sean O'Malley,Andre Soukhamthath,Red
Stefan Struve,Andrei Arlovski,Blue
Cat Zingano,Ketlen Vieira,Blue
Ashley Yoder,Mackenzie Dern,Blue
Beneil Dariush,Alexander Hernandez,Blue
John Dodson,Pedro Munhoz,Red
CB Dollaway,Hector Lombard,Red
Mike Pyle,Zak Ottow,Blue
Bryan Caraway,Cody Stamann,Blue
Jordan Johnson,Adam Milstead,Red
Josh Emmett,Jeremy Stephens,Blue
Jessica Andrade,Tecia Torres,Red
Ovince Saint Preux,Ilir Latifi,Blue
Mike Perry,Max Griffin,Blue
Renan Barao,Brian Kelleher,Blue
Sara McMann,Marion Reneau,Blue
Maryna Moroz,Angela Hill,Blue
Ben Saunders,Alan Jouban,Blue
Sam Alvey,Marcin Prachnio,Red
Rani Yahya,Russell Doane,Red
Eric Shelton,Alex Perez,Blue
Albert Morales,Manny Bermudez,Blue
Donald Cerrone,Yancy Medeiros,Red
Derrick Lewis,Marcin Tybura,Red
James Vick,Francisco Trinaldo,Red
Thiago Alves,Curtis Millender,Blue
Steven Peterson,Brandon Davis,Blue
Sage Northcutt,Thibault Gouti,Red
Jared Gordon,Diego Ferreira,Blue
Geoff Neal,Brian Camozzi,Red
Roberto Sanchez,Joby Sanchez,Red
Sarah Moras,Lucie Pudilova,Blue
Joshua Burkman,Alex Morono,Blue
Oskar Piechota,Tim Williams,Red
Yoel Romero,Luke Rockhold,Red
Mark Hunt,Curtis Blaydes,Blue
Tai Tuivasa,Cyril Asker,Red
Jake Matthews,Li Jingliang,Red
Tyson Pedro,Saparbeg Safarov,Red
Damien Brown,Dong Hyun Ma,Blue
Rob Wilkinson,Israel Adesanya,Blue
Alexander Volkanovski,Jeremy Kennedy,Red
Jussier Formiga,Ben Nguyen,Red
Ross Pearson,Mizuto Hirota,Red
Teruto Ishihara,Jose Quinonez,Blue
Luke Jumeau,Daichi Abe,Red
Lyoto Machida,Eryk Anders,Red
Valentina Shevchenko,Priscila Cachoeira,Red
Michel Prazeres,Desmond Green,Red
Tim Johnson,Marcelo Golm,Red
Douglas Silva de Andrade,Marlon Vera,Red
Thiago Santos,Anthony Smith,Red
Sergio Moraes,Tim Means,Red
Alan Patrick,Damir Hadzovic,Red
Maia Stevenson,Polyana Viana,Blue
Iuri Alcantara,Joe Soto,Red
Deiveson Figueiredo,Joseph Morales,Red
Jacare Souza,Derek Brunson,Red
Dennis Bermudez,Andre Fili,Blue
Jordan Rinaldi,Gregor Gillespie,Blue
Drew Dober,Frank Camacho,Red
Erik Koch,Bobby Green,Blue
Mirsad Bektic,Godofredo Pepey,Red
Katlyn Chookagian,Mara Romero Borella,Red
Randa Markos,Juliana Lima,Red
Justine Kish,Ji Yeon Kim,Blue
Vinc Pichel,Joaquim Silva,Red
Niko Price,George Sullivan,Red
Austin Arnett,Cory Sandhagen,Blue
Stipe Miocic,Francis Ngannou,Red
Daniel Cormier,Volkan Oezdemir,Red
Calvin Kattar,Shane Burgos,Red
Gian Villante,Francimar Barroso,Red
Thomas Almeida,Rob Font,Blue
Kyle Bochniak,Brandon Davis,Red
Sabah Homasi,Abdul Razak Alhassan,Blue
Dustin Ortiz,Alexandre Pantoja,Red
Dan Ige,Julio Arce,Blue
Matt Bessette,Enrique Barzola,Blue
Islam Makhachev,Gleison Tibau,Red
Jeremy Stephens,Dooho Choi,Red
Paige VanZant,Jessica-Rose Clark,Blue
Kamaru Usman,Emil Meek,Red
Darren Elkins,Michael Johnson,Red
James Krause,Alex White,Red
Matt Frevola,Polo Reyes,Blue
Talita Bernardo,Irene Aldana,Blue
Kyung Ho Kang,Guido Cannetti,Red
Kalindra Faria,Jessica Eye,Blue
Danielle Taylor,JJ Aldrich,Blue
Mads Burnell,Mike Santiago,Red
Cris Cyborg,Holly Holm,Red
Khabib Nurmagomedov,Edson Barboza,Red
Dan Hooker,Marc Diakiese,Red
Cynthia Calvillo,Carla Esparza,Blue
Carlos Condit,Neil Magny,Blue
Myles Jury,Rick Glenn,Red
Louis Smolka,Matheus Nicolau,Blue
Tim Elliott,Mark De La Rosa,Red
Robbie Lawler,Rafael Dos Anjos,Blue
Ricardo Lamas,Josh Emmett,Blue
Santiago Ponzinibbio,Mike Perry,Red
Glover Teixeira,Misha Cirkunov,Red
Jared Cannonier,Jan Blachowicz,Blue
Julian Marquez,Darren Stewart,Red
Chad Laprise,Galore Bofando,Red
Nordine Taleb,Danny Roberts,Red
John Makdessi,Abel Trujillo,Red
Alessio Di Chirico,Oluwale Bamgbose,Red
Jordan Mein,Erick Silva,Red
Cub Swanson,Brian Ortega,Blue
Jason Knight,Gabriel Benitez,Blue
Marlon Moraes,Aljamain Sterling,Red
Scott Holtzman,Darrell Horcher,Red
Eryk Anders,Markus Perez,Red
Albert Morales,Benito Lopez,Blue
Alexis Davis,Liz Carmouche,Red
Luke Sanders,Andre Soukhamthath,Blue
Carls John De Tomas,Alex Perez,Blue
Frankie Saenz,Merab Dvalishvili,Red
Alejandro Perez,Iuri Alcantara,Red
Chris Gruetzemacher,Davi Ramos,Blue
Antonio Braga Neto,Trevin Giles,Blue
Max Holloway,Jose Aldo,Red
Alistair Overeem,Francis Ngannou,Blue
Henry Cejudo,Sergio Pettis,Red
Eddie Alvarez,Justin Gaethje,Red
Tecia Torres,Michelle Waterson,Red
Charles Oliveira,Paul Felder,Blue
Alex Oliveira,Yancy Medeiros,Blue
David Teymur,Drakkar Klose,Red
Felice Herrig,Cortney Casey,Red
Amanda Cooper,Angela Magana,Red
Sabah Homasi,Abdul Razak Alhassan,Blue
Jeremy Kimball,Dominick Reyes,Blue
Justin Willis,Allen Crowder,Red
Nicco Montano,Roxanne Modafferi,Red
Sean O'Malley,Terrion Ware,Red
Barb Honchak,Lauren Murphy,Blue
Eric Spicely,Gerald Meerschaert,Blue
Joe Soto,Brett Johns,Blue
Christina Marks,Montana De La Rosa,Blue
Andrew Sanchez,Ryan Janes,Blue
Karine Gevorgyan,Rachael Ostovich,Blue
Ariel Beck,Shana Dobson,Blue
Gillian Robertson,Emily Whitmire,Red
Michael Bisping,Kelvin Gastelum,Blue
Li Jingliang,Zak Ottow,Red
Wang Guan,Alex Caceres,Red
Muslim Salikhov,Alex Garcia,Blue
Zabit Magomedsharipov,Sheymon Moraes,Red
Song Kenan,Bobby Nash,Red
Kailin Curran,Yan Xiaonan,Blue
Song Yadong,Bharat Kandare,Red
Chase Sherman,Shamil Abdurakhimov,Blue
Wu Yanan,Gina Mazany,Blue
Wuliji Buren,Rolando Dy,Blue
Cyril Asker,Hu Yaozong,Red
Fabricio Werdum,Marcin Tybura,Red
Bec Rawlings,Jessica-Rose Clark,Blue
Tim Means,Belal Muhammad,Blue
Jake Matthews,Bojan Velickovic,Red
Elias Theodorou,Daniel Kelly,Red
Alexander Volkanovski,Shane Young,Red
Ryan Benoit,Ashkan Mokhtarian,Red
Nik Lentz,Will Brooks,Red
Rashad Coulter,Tai Tuivasa,Blue
Damien Brown,Frank Camacho,Blue
Alex Chambers,Nadia Kassem,Blue
Jenel Lausa,Eric Shelton,Blue
Anthony Hamilton,Adam Wieczorek,Blue
Dustin Poirier,Anthony Pettis,Red
Matt Brown,Diego Sanchez,Red
Junior Albini,Andrei Arlovski,Blue
Nate Marquardt,Cezar Ferreira,Blue
Raphael Assuncao,Matthew Lopez,Red
Joe Lauzon,Clay Guida,Blue
John Dodson,Marlon Moraes,Blue
Tatiana Suarez,Viviane Pereira,Red
Sage Northcutt,Michel Quinones,Red
Angela Hill,Nina Ansaroff,Blue
Court McGee,Sean Strickland,Blue
Jake Collier,Marcel Fortuna,Red
Darren Stewart,Karl Roberson,Blue
Michael Bisping,Georges St-Pierre,Blue
Cody Garbrandt,TJ Dillashaw,Blue
Joanna Jedrzejczyk,Rose Namajunas,Blue
Stephen Thompson,Jorge Masvidal,Red
Johny Hendricks,Paulo Costa,Blue
James Vick,Joe Duffy,Red
Walt Harris,Mark Godbeer,Blue
Ovince Saint Preux,Corey Anderson,Red
Randy Brown,Mickey Gall,Red
Aleksei Oleinik,Curtis Blaydes,Blue
Aiemann Zahabi,Ricardo Ramos,Blue
Derek Brunson,Lyoto Machida,Red
Demian Maia,Colby Covington,Blue
Pedro Munhoz,Rob Font,Red
Francisco Trinaldo,Jim Miller,Red
Thiago Santos,Jack Hermansson,Red
John Lineker,Marlon Vera,Red
Vicente Luque,Niko Price,Red
Antonio Carlos Junior,Jack Marshman,Red
Hacran Dias,Jared Gordon,Blue
Elizeu Zaleski dos Santos,Max Griffin,Red
Deiveson Figueiredo,Jarred Brooks,Red
Marcelo Golm,Christian Colombo,Red
Donald Cerrone,Darren Till,Blue
Karolina Kowalkiewicz,Jodie Esquibel,Red
Jan Blachowicz,Devin Clark,Red
Oskar Piechota,Jonathan Wilson,Red
Marcin Held,Nasrat Haqparast,Red
Damian Stasiak,Brian Kelleher,Blue
Sam Alvey,Ramazan Emeev,Blue
Artem Lobov,Andre Fili,Blue
Salim Touahri,Warlley Alves,Blue
Lina Lansberg,Aspen Ladd,Blue
Felipe Arantes,Josh Emmett,Blue
Tony Ferguson,Kevin Lee,Red
Demetrious Johnson,Ray Borg,Red
Fabricio Werdum,Walt Harris,Red
